Pokedex Number;Pokemon Name;Classification;Alternate Form Name;Legendary Type;Pokemon Height;Pokemon Weight;Primary Type;Secondary Type;Primary Ability;Secondary Ability;Attack Stat;Defense Stat;Special Attack Stat;Special Defense Stat;Speed Stat;Base Stat Total
889;Zamazenta;Warrior Pokémon;Crowned;"""Legendary""";29;7850;Fighting;Steel;Dauntless Shield;NULL;120;140;80;140;128;700
890;Eternatus;Gigantic Pokémon;NULL;"""Legendary""";200;9500;Poison;Dragon;Pressure;NULL;85;95;145;95;130;690
890;Eternatus;Gigantic Pokémon;Eternamax;"""Legendary""";1000;0;Poison;Dragon;Pressure;NULL;115;250;125;250;130;1125
891;Kubfu;Wushu Pokémon;NULL;"""Sub-Legendary""";6;120;Fighting;NULL;Inner Focus;NULL;90;60;53;50;72;385
892;Urshifu;Wushu Pokémon;NULL;"""Sub-Legendary""";19;1050;Fighting;Dark;Unseen Fist;NULL;130;100;63;60;97;550
892;Urshifu;Wushu Pokémon;NULL;"""Sub-Legendary""";19;1050;Fighting;Dark;Unseen Fist;NULL;130;100;63;60;97;550
892;Urshifu;Wushu Pokémon;Rapid Strike;"""Sub-Legendary""";19;1050;Fighting;Water;Unseen Fist;NULL;130;100;63;60;97;550
892;Urshifu;Wushu Pokémon;Rapid Strike;"""Sub-Legendary""";19;1050;Fighting;Water;Unseen Fist;NULL;130;100;63;60;97;550
892;Urshifu;Wushu Pokémon;Gigantamax;"""Sub-Legendary""";290;0;Fighting;Dark;Unseen Fist;NULL;130;100;63;60;97;550
892;Urshifu;Wushu Pokémon;Rapid Strike Gigantamax;"""Sub-Legendary""";290;0;Fighting;Water;Unseen Fist;NULL;130;100;63;60;97;550
893;Zarude;Rogue Monkey Pokémon;NULL;"""Mythical""";18;700;Dark;Grass;Leaf Guard;NULL;120;105;70;95;105;600
894;Regieleki;Electron Pokémon;NULL;"""Sub-Legendary""";12;1450;Electric;NULL;Transistor;NULL;100;50;100;50;200;580
895;Regidrago;Dragon Orb Pokémon;NULL;"""Sub-Legendary""";21;2000;Dragon;NULL;Dragon's Maw;NULL;100;50;100;50;80;580
896;Glastrier;Wild Horse Pokémon;NULL;"""Sub-Legendary""";22;8000;Ice;NULL;Chilling Neigh;NULL;145;130;65;110;30;580
897;Spectrier;Swift Horse Pokémon;NULL;"""Sub-Legendary""";20;445;Ghost;NULL;Grim Neigh;NULL;65;60;145;80;130;580
898;Calyrex;High King Pokémon;Ice Rider;"""Legendary""";11;77;Psychic;Ice;As One;NULL;165;150;85;130;50;680
898;Calyrex;High King Pokémon;Shadow Rider;"""Legendary""";11;77;Psychic;Ghost;As One;NULL;85;80;165;100;150;680
898;Calyrex;King Pokémon;NULL;"""Legendary""";11;77;Psychic;Grass;Unnerve;NULL;80;80;80;80;80;500
899;Wyrdeer;Big Horn Pokémon;NULL;NULL;18;951;Normal;Psychic;Intimidate;Frisk;105;72;105;75;65;525
900;Kleavor;Axe Pokémon;NULL;NULL;18;890;Bug;Rock;Swarm;Sheer Force;130;95;45;75;85;500
901;Ursaluna;Peat Pokémon;NULL;NULL;24;2900;Ground;Normal;Guts;Bulletproof;140;105;45;80;50;550
902;Basculegion;Big Fish Pokémon;Female;NULL;30;1100;Water;Ghost;Swift Swim;Adaptability;92;65;100;75;78;530
902;Basculegion;Big Fish Pokémon;NULL;NULL;30;1100;Water;Ghost;Swift Swim;Adaptability;112;65;80;75;78;530
903;Sneasler;Free Climb Pokémon;NULL;NULL;13;430;Fighting;Poison;Pressure;Unburden;130;60;40;80;120;510
904;Overqwil;Pin Cluster Pokémon;NULL;NULL;25;605;Dark;Poison;Poison Point;Swift Swim;115;95;65;65;85;510
905;Enamorus;Love-Hate Pokémon;NULL;"""Sub-Legendary""";16;480;Fairy;Flying;Healer;NULL;115;70;135;80;106;580
905;Enamorus;Love-Hate Pokémon;Therian;"""Sub-Legendary""";16;480;Fairy;Flying;Overcoat;NULL;115;110;135;100;46;580
906;Sprigatito;Grass Cat Pokémon;NULL;NULL;4;41;Grass;NULL;Overgrow;NULL;61;54;45;45;65;310
907;Floragato;Grass Cat Pokémon;NULL;NULL;9;122;Grass;NULL;Overgrow;NULL;80;63;60;63;83;410
908;Meowscarada;Magician Pokémon;NULL;NULL;15;312;Grass;Dark;Overgrow;NULL;110;70;81;70;123;530
909;Fuecoco;Fire Croc Pokémon;NULL;NULL;4;41;Fire;NULL;Blaze;NULL;45;59;63;40;36;310
910;Crocalor;Fire Croc Pokémon;NULL;NULL;10;307;Fire;NULL;Blaze;NULL;55;78;49;58;90;411
911;Skeledirge;Singer Pokémon;NULL;NULL;16;3265;Fire;Ghost;Blaze;NULL;75;100;110;75;66;530
912;Quaxly;Duckling Pokémon;NULL;NULL;5;61;Water;NULL;Torrent;NULL;65;45;50;45;50;310
913;Quaxwell;Practicing Pokémon;NULL;NULL;12;215;Water;NULL;Torrent;NULL;85;65;65;60;65;410
914;Quaquaval;Dancer Pokémon;NULL;NULL;18;619;Water;Fighting;Torrent;NULL;120;80;85;75;85;530
915;Lechonk;Hog Pokémon;NULL;NULL;5;102;Normal;NULL;Aroma Veil;Gluttony;45;40;35;45;35;254
916;Oinkologne;Hog Pokémon;NULL;NULL;10;1200;Normal;NULL;Lingering Aroma;Gluttony;100;75;59;80;65;489
916;Oinkologne;Hog Pokémon;Female;NULL;10;1200;Normal;NULL;Aroma Veil;Gluttony;90;70;59;90;65;489
917;Tarountula;String Ball Pokémon;NULL;NULL;3;40;Bug;NULL;Insomnia;NULL;41;45;29;40;20;210
918;Spidops;Trap Pokémon;NULL;NULL;10;165;Bug;NULL;Insomnia;NULL;79;92;52;86;35;404
919;Nymble;Grasshopper Pokémon;NULL;NULL;2;10;Bug;NULL;Swarm;NULL;46;40;21;25;45;210
920;Lokix;Grasshopper Pokémon;NULL;NULL;10;175;Bug;Dark;Swarm;NULL;102;78;52;55;92;450
921;Pawmi;Mouse Pokémon;NULL;NULL;3;25;Electric;NULL;Static;Natural Cure;50;20;40;25;60;240
922;Pawmo;Mouse Pokémon;NULL;NULL;4;65;Electric;Fighting;Volt Absorb;Natural Cure;75;40;50;40;85;350
923;Pawmot;Mouse Pokémon;NULL;NULL;9;410;Electric;Fighting;Volt Absorb;Natural Cure;115;70;70;60;105;490
924;Tandemaus;Couple Pokémon;NULL;NULL;3;18;Normal;NULL;Run Away;Pickup;50;45;40;45;75;305
925;Maushold;Family Pokémon;NULL;NULL;3;28;Normal;NULL;Friend Guard;Cheek Pouch;75;70;65;75;111;470
926;Fidough;Puppy Pokémon;NULL;NULL;3;109;Fairy;NULL;Own Tempo;NULL;55;70;30;55;65;312
927;Dachsbun;Dog Pokémon;NULL;NULL;5;149;Fairy;NULL;Well-Baked Body;NULL;80;115;50;80;95;477
928;Smoliv;Olive Pokémon;NULL;NULL;3;65;Grass;Normal;Early Bird;NULL;35;45;58;51;30;260
929;Dolliv;Olive Pokémon;NULL;NULL;6;119;Grass;Normal;Early Bird;NULL;53;60;78;78;33;354
930;Arboliva;Olive Pokémon;NULL;NULL;14;482;Grass;Normal;Seed Sower;NULL;69;90;125;109;39;510
931;Squawkabilly;Parrot Pokémon;NULL;NULL;6;24;Normal;Flying;Intimidate;Hustle;96;51;45;51;92;417
931;Squawkabilly;Parrot Pokémon;Blue Plumage;NULL;6;24;Normal;Flying;Intimidate;Hustle;96;51;45;51;92;417
931;Squawkabilly;Parrot Pokémon;Yellow Plumage;NULL;6;24;Normal;Flying;Intimidate;Hustle;96;51;45;51;92;417
931;Squawkabilly;Parrot Pokémon;White Plumage;NULL;6;24;Normal;Flying;Intimidate;Hustle;96;51;45;51;92;417
932;Nacli;Rock Salt Pokémon;NULL;NULL;4;160;Rock;NULL;Purifying Salt;Sturdy;55;75;35;35;25;280
933;Naclstack;Rock Salt Pokémon;NULL;NULL;6;1050;Rock;NULL;Purifying Salt;Sturdy;60;100;35;65;35;355
934;Garganacl;Rock Salt Pokémon;NULL;NULL;23;2400;Rock;NULL;Purifying Salt;Sturdy;100;130;45;90;35;500
935;Charcadet;Fire Child Pokémon;NULL;NULL;6;105;Fire;NULL;Flash Fire;NULL;50;40;50;40;35;255
936;Armarouge;Fire Warrior Pokémon;NULL;NULL;15;850;Fire;Psychic;Flash Fire;NULL;60;100;125;80;75;525
937;Ceruledge;Fire Blades Pokémon;NULL;NULL;16;620;Fire;Ghost;Flash Fire;NULL;125;80;60;100;85;525
938;Tadbulb;EleTadpole Pokémon;NULL;NULL;3;4;Electric;NULL;Own Tempo;Static;31;41;59;35;45;272
939;Bellibolt;EleFrog Pokemon;NULL;NULL;12;1130;Electric;NULL;Electromorphosis;Static;64;91;103;83;45;495
940;Wattrel;Storm Petrel Pokémon;NULL;NULL;4;36;Electric;Flying;Wind Power;Volt Absorb;40;35;55;40;70;280
941;Kilowattrel;Frigatebird Pokémon;NULL;NULL;14;386;Electric;Flying;Wind Power;Volt Absorb;70;60;105;60;125;490
942;Maschiff;Rascal Pokémon;NULL;NULL;5;160;Dark;NULL;Intimidate;Guard Dog;78;60;40;51;51;340
943;Mabosstiff;Boss Pokémon;NULL;NULL;11;610;Dark;NULL;Intimidate;Guard Dog;120;90;60;70;85;505
944;Shroodle;Toxic Mouse Pokémon;NULL;NULL;2;7;Poison;Normal;Unburden;Pickpocket;65;35;40;35;75;290
945;Grafaiai;Toxic Monkey Pokémon;NULL;NULL;7;272;Poison;Normal;Unburden;Poison Touch;95;65;80;72;110;485
946;Bramblin;Tumbleweed Pokémon;NULL;NULL;6;6;Grass;Ghost;Wind Power;NULL;65;30;45;35;60;275
947;Brambleghast;Tumbleweed Pokémon;NULL;NULL;12;60;Grass;Ghost;Wind Power;NULL;115;70;80;70;90;480
948;Toedscool;Woodear Pokémon;NULL;NULL;9;330;Ground;Grass;Mycelium Might;NULL;40;35;50;100;70;335
949;Toedscruel;Woodear Pokémon;NULL;NULL;19;580;Ground;Grass;Mycelium Might;NULL;70;65;80;120;100;515
950;Klawf;Ambush Pokémon;NULL;NULL;13;790;Rock;NULL;Anger Shell;Shell Armor;100;115;35;55;75;450
951;Capsakid;Spicy Pepper Pokémon;NULL;NULL;3;30;Grass;NULL;Chlorophyll;Insomnia;62;40;62;40;50;304
952;Scovillain;Spicy Pepper Pokémon;NULL;NULL;9;150;Grass;Fire;Chlorophyll;Insomnia;108;65;108;65;75;486
953;Rellor;Rolling Pokémon;NULL;NULL;2;10;Bug;NULL;Compound Eyes;NULL;50;60;31;58;30;270
954;Rabsca;Rolling Pokémon;NULL;NULL;3;35;Bug;Psychic;Synchronize;NULL;50;85;115;100;45;470
955;Flittle;Frill Pokémon;NULL;NULL;2;15;Psychic;NULL;Anticipation;Frisk;35;30;55;30;75;255
956;Espathra;Ostrich Pokémon;NULL;NULL;19;900;Psychic;NULL;Opportunist;Frisk;60;60;101;60;105;481
957;Tinkatink;Metalsmith Pokémon;NULL;NULL;4;89;Fairy;Steel;Mold Breaker;Own Tempo;45;45;35;64;58;297
958;Tinkatuff;Hammer Pokémon;NULL;NULL;7;591;Fairy;Steel;Mold Breaker;Own Tempo;55;55;45;82;78;380
959;Tinkaton;Hammer Pokémon;NULL;NULL;7;1128;Fairy;Steel;Mold Breaker;Own Tempo;75;77;70;105;94;506
960;Wiglett;Garden Eel Pokémon;NULL;NULL;12;18;Water;NULL;Gooey;Rattled;55;25;35;25;95;245
961;Wugtrio;Garden Eel Pokémon;NULL;NULL;12;54;Water;NULL;Gooey;Rattled;100;50;50;70;120;425
962;Bombirdier;Item Drop Pokémon;NULL;NULL;15;429;Flying;Dark;Big Pecks;Keen Eye;103;85;60;85;82;485
963;Finizen;Dolphin Pokémon;NULL;NULL;13;602;Water;NULL;Water Veil;NULL;45;40;45;40;75;315
964;Palafin;Dolphin Pokémon;NULL;NULL;13;602;Water;NULL;Zero to Hero;NULL;70;72;53;62;100;457
964;Palafin;Dolphin Pokémon;Hero;NULL;18;974;Water;NULL;Zero to Hero;NULL;160;97;106;87;100;650
965;Varoom;Single-Cyl Pokémon;NULL;NULL;10;350;Steel;Poison;Overcoat;NULL;70;63;30;45;47;300
966;Revavroom;Multi-Cyl Pokémon;NULL;NULL;18;1200;Steel;Poison;Overcoat;NULL;119;90;54;67;90;500
967;Cyclizar;Mount Pokémon;NULL;NULL;16;630;Dragon;Normal;Shed Skin;NULL;95;65;85;65;121;501
968;Orthworm;Earthworm Pokémon;NULL;NULL;25;3100;Steel;NULL;Earth Eater;NULL;85;145;60;55;65;480
969;Glimmet;Ore Pokémon;NULL;NULL;7;80;Rock;Poison;Toxic Debris;NULL;35;42;105;60;60;350
970;Glimmora;Ore Pokémon;NULL;NULL;15;450;Rock;Poison;Toxic Debris;NULL;55;90;130;81;86;525
971;Greavard;Ghost Dog Pokémon;NULL;NULL;6;350;Ghost;NULL;Pickup;NULL;61;60;30;55;34;290
972;Houndstone;Ghost Dog Pokémon;NULL;NULL;20;150;Ghost;NULL;Sand Rush;NULL;101;100;50;97;68;488
973;Flamigo;Synchronize Pokémon;NULL;NULL;16;370;Flying;Fighting;Scrappy;Tangled Feet;115;74;75;64;90;500
974;Cetoddle;Terra Whale Pokémon;NULL;NULL;12;450;Ice;NULL;Thick Fat;Snow Cloak;68;45;30;40;43;334
975;Cetitan;Terra Whale Pokémon;NULL;NULL;45;7000;Ice;NULL;Thick Fat;Slush Rush;113;65;45;55;73;521
976;Veluza;Jettison Pokémon;NULL;NULL;25;900;Water;Psychic;Mold Breaker;NULL;102;73;78;65;70;478
977;Dondozo;Big Catfish Pokémon;NULL;NULL;120;2200;Water;NULL;Unaware;Oblivious;100;115;65;65;35;530
978;Tatsugiri;Mimicry Pokémon;NULL;NULL;3;80;Dragon;Water;Commander;NULL;50;60;120;95;82;475
979;Annihilape;Rage Monkey Pokémon;NULL;NULL;12;560;Fighting;Ghost;Vital Spirit;Inner Focus;115;80;50;90;90;535
980;Clodsire;Spiny Fish Pokémon;NULL;NULL;18;2230;Poison;Ground;Poison Point;Water Absorb;75;60;45;100;20;430
981;Farigiraf;Long Neck Pokémon;NULL;NULL;32;1600;Normal;Psychic;Cud Chew;Armor Tail;90;70;110;70;60;520
982;Dudunsparce;Land Snake Pokémon;NULL;NULL;36;392;Normal;NULL;Serene Grace;Run Away;100;80;85;75;55;520
983;Kingambit;Big Blade Pokémon;NULL;NULL;20;1200;Dark;Steel;Defiant;Supreme Overload;135;120;60;85;50;550
984;Great Tusk;Paradox Pokémon;NULL;NULL;22;3200;Ground;Fighting;Protosynthesis;NULL;131;131;53;53;87;570
985;Scream Tail;Paradox Pokémon;NULL;NULL;12;80;Fairy;Psychic;Protosynthesis;NULL;65;99;65;115;111;570
986;Brute Bonnet;Paradox Pokémon;NULL;NULL;12;210;Grass;Dark;Protosynthesis;NULL;127;99;79;99;55;570
987;Flutter Mane;Paradox Pokémon;NULL;NULL;14;40;Ghost;Fairy;Protosynthesis;NULL;55;55;135;135;135;570
988;Slither Wing;Paradox Pokémon;NULL;NULL;32;920;Bug;Fighting;Protosynthesis;NULL;135;79;85;105;81;570
989;Sandy Shocks;Paradox Pokémon;NULL;NULL;23;600;Electric;Ground;Protosynthesis;NULL;81;97;121;85;101;570
990;Iron Treads;Paradox Pokémon;NULL;NULL;9;2400;Ground;Steel;Quark Drive;NULL;112;120;72;70;106;570
991;Iron Bundle;Paradox Pokémon;NULL;NULL;6;110;Ice;Water;Quark Drive;NULL;80;114;124;60;136;570
992;Iron Hands;Paradox Pokémon;NULL;NULL;18;3807;Fighting;Electric;Quark Drive;NULL;140;108;50;68;50;570
993;Iron Jugulis;Paradox Pokémon;NULL;NULL;13;1110;Dark;Flying;Quark Drive;NULL;80;86;122;80;108;570
994;Iron Moth;Paradox Pokémon;NULL;NULL;12;360;Fire;Poison;Quark Drive;NULL;70;60;140;110;110;570
995;Iron Thorns;Paradox Pokémon;NULL;NULL;16;3030;Rock;Electric;Quark Drive;NULL;130;110;70;84;72;566
996;Frigibax;Ice Fin Pokémon;NULL;NULL;5;170;Dragon;Ice;Thermal Exchange;NULL;75;45;35;45;55;320
997;Arctibax;Ice Fin Pokémon;NULL;NULL;8;300;Dragon;Ice;Thermal Exchange;NULL;95;66;45;65;62;423
998;Baxcalibur;Ice Dragon Pokémon;NULL;NULL;21;2100;Dragon;Ice;Thermal Exchange;NULL;145;92;75;86;87;600
999;Gimmighoul;Coin Chest Pokémon;NULL;NULL;3;50;Ghost;NULL;Rattled;NULL;30;70;75;70;10;300
999;Gimmighoul;Coin Chest Pokémon;Roaming;NULL;1;1;Ghost;NULL;Run Away;NULL;30;25;75;45;80;300
1000;Gholdengo;Coin Entity Pokémon;NULL;NULL;12;300;Steel;Ghost;Good as Gold;NULL;60;95;133;97;84;556
1001;Wo-Chien;Ruinous Pokémon;NULL;"""Sub-Legendary""";15;742;Dark;Grass;Tablets of Ruin;NULL;85;100;95;135;70;570
1002;Chien-Pao;Ruinous Pokémon;NULL;"""Sub-Legendary""";19;1522;Dark;Ice;Sword of Ruin;NULL;120;80;90;65;135;570
1003;Ting-Lu;Ruinous Pokémon;NULL;"""Sub-Legendary""";27;6997;Dark;Ground;Vessel of Ruin;NULL;110;125;55;80;45;570
1004;Chi-Yu;Ruinous Pokémon;NULL;"""Sub-Legendary""";4;49;Dark;Fire;Beads of Ruin;NULL;80;80;135;120;100;570
1005;Roaring Moon;Paradox Pokémon;NULL;NULL;20;3800;Dragon;Dark;Protosynthesis;NULL;139;71;55;101;119;590
1006;Iron Valiant;Paradox Pokémon;NULL;NULL;14;350;Fairy;Fighting;Quark Drive;NULL;130;90;120;60;116;590
1007;Koraidon;Paradox Pokémon;NULL;"""Legendary""";25;3030;Fighting;Dragon;Orichalcum Pulse;NULL;135;115;85;100;135;670
1008;Miraidon;Paradox Pokémon;NULL;"""Legendary""";35;2400;Electric;Dragon;Hadron Engine;NULL;85;100;135;115;135;670
